COD_IBGE;UF;MUNICIPIO;POPULACAO;RANGE_POP;CAPITAL
2300309;CE;Acopiara;54687;>50k;
2302404;CE;Boa Viagem;54680;>50k;
1508209;PA;Vigia;54650;>50k;
4203808;SC;Canoinhas;54558;>50k;
1502301;PA;Capitão Poço;54545;>50k;
3111200;MG;Campo Belo;54338;>50k;
2302206;CE;Beberibe;54315;>50k;
3556453;SP;Vargem Grande Paulista;54315;>50k;
2902708;BA;Barra;54225;>50k;
4219309;SC;Videira;54145;>50k;
2926608;BA;Ribeira do Pombal;54097;>50k;
4114609;PR;Marechal Cândido Rondon;54031;>50k;
3540606;SP;Porto Feliz;53698;>50k;
2928802;BA;Santo Estêvão;53666;>50k;
5210000;GO;Inhumas;53655;>50k;
1718204;TO;Porto Nacional;53618;>50k;
4321600;RS;Tramandaí;53507;>50k;
2306306;CE;Itapajé;53448;>50k;
1503705;PA;Itupiranga;53439;>50k;
1506187;PA;Rondon do Pará;53242;>50k;
3137205;MG;Lagoa da Prata;53236;>50k;
3303609;RJ;Paracambi;53093;>50k;
3131901;MG;Itabirito;52996;>50k;
2515302;PB;Sapé;52977;>50k;
2807402;SE;Tobias Barreto;52861;>50k;
2112803;MA;Viana;52852;>50k;
2704708;AL;Marechal Deodoro;52848;>50k;
4120606;PR;Prudentópolis;52776;>50k;
3549409;SP;São Joaquim da Barra;52737;>50k;
3509700;SP;Campos do Jordão;52713;>50k;
3138401;MG;Leopoldina;52690;>50k;
2615300;PE;Timbaúba;52587;>50k;
1716109;TO;Paraíso do Tocantins;52521;>50k;
4117602;PR;Palmas;52503;>50k;
2702405;AL;Delmiro Gouveia;52501;>50k;
1505106;PA;Óbidos;52473;>50k;
1506195;PA;Rurópolis;52473;>50k;
1600279;AP;Laranjal do Jari;52302;>50k;
4219507;SC;Xanxerê;52290;>50k;
3128709;MG;Guaxupé;52234;>50k;
2114007;MA;Zé Doca;52190;>50k;
5211800;GO;Jaraguá;52160;>50k;
5100250;MT;Alta Floresta;52105;>50k;
3544103;SP;Rio Grande da Serra;52009;>50k;
3540200;SP;Pontal;51717;>50k;
2602605;PE;Brejo da Madre de Deus;51696;>50k;
1100114;RO;Jaru;51469;>50k;
3107406;MG;Bom Despacho;51436;>50k;
5218508;GO;Quirinópolis;51323;>50k;
4307609;RS;Estância Velha;51292;>50k;
2905206;BA;Caetité;51184;>50k;
3508405;SP;Cabreúva;51130;>50k;
3531308;SP;Monte Alto;51039;>50k;
3527306;SP;Louveira;51007;>50k;
2105708;MA;Lago da Pedra;50959;>50k;
2931905;BA;Tucano;50903;>50k;
3523206;SP;Itararé;50778;>50k;
3203908;ES;Nova Venécia;50751;>50k;
3511508;SP;Cerquilho;50631;>50k;
3107307;MG;Bocaiúva;50521;>50k;
2919801;BA;Macaúbas;50481;>50k;
2302503;CE;Brejo Santo;50195;>50k;
2103406;MA;Coelho Neto;49804;>10k;
1301852;AM;Iranduba;49718;>10k;
1501204;PA;Baião;49454;>10k;
2312403;CE;São Gonçalo do Amarante;49306;>10k;
4317400;RS;Santiago;49298;>10k;
3524808;SP;Jales;49291;>10k;
2921500;BA;Monte Santo;49145;>10k;
1505486;PA;Pacajá;49110;>10k;
3537107;SP;Pedreira;48992;>10k;
2602100;PE;Bom Conselho;48975;>10k;
5005400;MS;Maracaju;48944;>10k;
4113205;PR;Lapa;48651;>10k;
2308104;CE;Mauriti;48370;>10k;
2312304;CE;São Benedito;48354;>10k;
2109106;MA;Presidente Dutra;48264;>10k;
3554805;SP;Tremembé;48228;>10k;
5106224;MT;Nova Mutum;48222;>10k;
3546405;SP;Santa Cruz do Rio Pardo;48207;>10k;
5001102;MS;Aquidauana;48184;>10k;
1502707;PA;Conceição do Araguaia;48115;>10k;
3143104;MG;Monte Carmelo;48049;>10k;
3136306;MG;João Pinheiro;47990;>10k;
3121605;MG;Diamantina;47924;>10k;
2708006;AL;Santana do Ipanema;47910;>10k;
4106407;PR;Cornélio Procópio;47840;>10k;
2611804;PE;Ribeirão;47813;>10k;
3528403;SP;Mairinque;47723;>10k;
1302405;AM;Lábrea;47685;>10k;
2921005;BA;Mata de São João;47643;>10k;
2700409;AL;Atalaia;47540;>10k;
3536703;SP;Pederneiras;47523;>10k;
2201200;PI;Barras;47298;>10k;
3514403;SP;Dracena;47287;>10k;
1200500;AC;Sena Madureira;47168;>10k;
4125605;PR;São Mateus do Sul;47137;>10k;
3510203;SP;Capão Bonito;47098;>10k;
2100907;MA;Araioses;47095;>10k;
2615409;PE;Toritama;47088;>10k;
5214606;GO;Niquelândia;47064;>10k;
1303809;AM;São Gabriel da Cachoeira;47031;>10k;
5213806;GO;Morrinhos;46955;>10k;
2202208;PI;Campo Maior;46950;>10k;
4115804;PR;Medianeira;46940;>10k;
1500909;PA;Augusto Corrêa;46937;>10k;
1100106;RO;Guajará-Mirim;46930;>10k;
2925105;BA;Poções;46885;>10k;
2614204;PE;Sirinhaém;46845;>10k;
4313508;RS;Osório;46815;>10k;
4206504;SC;Guaramirim;46757;>10k;
2933604;BA;Xique-Xique;46562;>10k;
3163706;MG;São Lourenço;46539;>10k;
4124103;PR;Santo Antônio da Platina;46503;>10k;
4209409;SC;Laguna;46424;>10k;
2919504;BA;Livramento de Nossa Senhora;46372;>10k;
3160702;MG;Santos Dumont;46357;>10k;
3545308;SP;Salto de Pirapora;46285;>10k;
5208806;GO;Goianira;46278;>10k;
3535507;SP;Paraguaçu Paulista;46180;>10k;
3551504;SP;Serrana;46166;>10k;
5106752;MT;Pontes e Lacerda;46105;>10k;
2110500;MA;São Bento;45989;>10k;
2913903;BA;Ipiaú;45969;>10k;
4304408;RS;Canela;45957;>10k;
3302601;RJ;Mangaratiba;45941;>10k;
5218003;GO;Porangatu;45866;>10k;
3301306;RJ;Casimiro de Abreu;45864;>10k;
4207304;SC;Imbituba;45711;>10k;
4218202;SC;Timbó;45703;>10k;
3525102;SP;Jardinópolis;45544;>10k;
4311809;RS;Marau;45523;>10k;
1508407;PA;Xinguara;45416;>10k;
1508159;PA;Uruará;45395;>10k;
2508901;PB;Mamanguape;45385;>10k;
3110004;MG;Caeté;45364;>10k;
3200904;ES;Barra de São Francisco;45301;>10k;
2403103;RN;Currais Novos;45022;>10k;
2920601;BA;Maragogipe;44902;>10k;
1300607;AM;Benjamin Constant;44873;>10k;
3303708;RJ;Paraíba do Sul;44741;>10k;
3534302;SP;Orlândia;44682;>10k;
2211100;PI;União;44649;>10k;
3515186;SP;Espírito Santo do Pinhal;44607;>10k;
4313904;RS;Panambi;44583;>10k;
3541307;SP;Presidente Epitácio;44572;>10k;
2709152;AL;Teotônio Vilela;44570;>10k;
2412203;RN;São José de Mipibu;44566;>10k;
3130101;MG;Igarapé;44561;>10k;
2929503;BA;São Sebastião do Passé;44554;>10k;
3516705;SP;Garça;44429;>10k;
2512507;PB;Queimadas;44388;>10k;
2929909;BA;Seabra;44370;>10k;
5210406;GO;Itaberaí;44329;>10k;
3159605;MG;Santa Rita do Sapucaí;44226;>10k;
2300754;CE;Amontada;44195;>10k;
2933208;BA;Vera Cruz;44185;>10k;
3303807;RJ;Paraty;44175;>10k;
2923001;BA;Nova Viçosa;44170;>10k;
4104006;PR;Campina Grande do Sul;44072;>10k;
5102678;MT;Campo Verde;44033;>10k;
2600500;PE;Águas Belas;43923;>10k;
2308500;CE;Mombaça;43917;>10k;
2604205;PE;Catende;43778;>10k;
1200609;AC;Tarauacá;43730;>10k;
2312205;CE;Santa Quitéria;43719;>10k;
3522703;SP;Itápolis;43536;>10k;
4318804;RS;São Lourenço do Sul;43501;>10k;
4317608;RS;Santo Antônio da Patrulha;43397;>10k;
3556404;SP;Vargem Grande do Sul;43368;>10k;
2310506;CE;Pedra Branca;43359;>10k;
3172004;MG;Visconde do Rio Branco;43351;>10k;
2109601;MA;Rosário;43243;>10k;
2104057;MA;Estreito;43097;>10k;
3554508;SP;Tietê;42946;>10k;
2601409;PE;Barreiros;42866;>10k;
2109809;MA;Santa Helena;42829;>10k;
2922003;BA;Mucuri;42729;>10k;
3304706;RJ;Santo Antônio de Pádua;42705;>10k;
4215000;SC;Rio Negrinho;42684;>10k;
3139003;MG;Machado;42682;>10k;
2306553;CE;Itarema;42595;>10k;
4306767;RS;Eldorado do Sul;42490;>10k;
1505908;PA;Porto de Moz;42456;>10k;
5006309;MS;Paranaíba;42401;>10k;
2803005;SE;Itabaianinha;42399;>10k;
3101706;MG;Almenara;42380;>10k;
1300805;AM;Borba;42328;>10k;
2612604;PE;Santa Maria da Boa Vista;42266;>10k;
3524105;SP;Ituverava;42259;>10k;
4117503;PR;Paiçandu;42251;>10k;
2112308;MA;Tuntum;42242;>10k;
3304755;RJ;São Francisco de Itabapoana;42214;>10k;
2305803;CE;Ipu;42148;>10k;
2100600;MA;Amarante do Maranhão;42017;>10k;
2910503;BA;Entre Rios;42014;>10k;
2102002;MA;Bom Jardim;42010;>10k;
3145604;MG;Oliveira;41987;>10k;
3157005;MG;Salinas;41864;>10k;
3533502;SP;Novo Horizonte;41765;>10k;
2111508;MA;São Mateus do Maranhão;41750;>10k;
1100130;RO;Machadinho D'Oeste;41724;>10k;
4305355;RS;Charqueadas;41705;>10k;
3102605;MG;Andradas;41704;>10k;
3552106;SP;Socorro;41690;>10k;
1503093;PA;Goianésia do Pará;41678;>10k;
3204559;ES;Santa Maria de Jetibá;41588;>10k;
2702900;AL;Girau do Ponciano;41549;>10k;
3501707;SP;Américo Brasiliense;41545;>10k;
1504901;PA;Muaná;41454;>10k;
2103505;MA;Colinas;41443;>10k;
4107207;PR;Dois Vizinhos;41424;>10k;
2926004;BA;Remanso;41324;>10k;
3550100;SP;São Manuel;41287;>10k;
3517406;SP;Guaíra;41283;>10k;
2930204;BA;Sento Sé;41279;>10k;
4217204;SC;São Miguel do Oeste;41246;>10k;
3541604;SP;Promissão;41211;>10k;
2927002;BA;Rio Real;41209;>10k;
3109006;MG;Brumadinho;41208;>10k;
5105150;MT;Juína;41190;>10k;
1506203;PA;Salinópolis;41164;>10k;
5221601;GO;Uruaçu;41150;>10k;
5103254;MT;Colniza;41117;>10k;
1502905;PA;Curuçá;41093;>10k;
2314003;CE;Várzea Alegre;41078;>10k;
1100452;RO;Buritis;41043;>10k;
1300300;AM;Autazes;41005;>10k;
2305001;CE;Guaraciaba do Norte;40921;>10k;
4201307;SC;Araquari;40890;>10k;
2608800;PE;Lajedo;40883;>10k;
3518602;SP;Guariba;40857;>10k;
1303908;AM;São Paulo de Olivença;40837;>10k;
2918100;BA;Jeremoabo;40832;>10k;
2807105;SE;Simão Dias;40724;>10k;
2913705;BA;Inhambupe;40720;>10k;
2200400;PI;Altos;40681;>10k;
2929206;BA;São Francisco do Conde;40664;>10k;
1508084;PA;Tucumã;40661;>10k;
3104205;MG;Arcos;40658;>10k;
3144300;MG;Nanuque;40583;>10k;
3539509;SP;Pitangueiras;40430;>10k;
2925204;BA;Pojuca;40401;>10k;
3107109;MG;Boa Esperança;40308;>10k;
2411205;RN;Santa Cruz;40295;>10k;
5000609;MS;Amambai;40247;>10k;
3145901;MG;Ouro Branco;40220;>10k;
3134400;MG;Iturama;40101;>10k;
3170800;MG;Várzea da Palma;40101;>10k;
2602209;PE;Bom Jardim;40038;>10k;
4204806;SC;Curitibanos;40037;>10k;
2203701;PI;Esperantina;39953;>10k;
1500305;PA;Afuá;39910;>10k;
4218004;SC;Tijucas;39889;>10k;
3135050;MG;Jaíba;39850;>10k;
4216305;SC;São João Batista;39719;>10k;
2928109;BA;Santa Maria da Vitória;39707;>10k;
3541505;SP;Presidente Venceslau;39648;>10k;
2205508;PI;José de Freitas;39457;>10k;
4321501;RS;Torres;39381;>10k;
2308005;CE;Massapê;39341;>10k;
4111803;PR;Jacarezinho;39268;>10k;
3203320;ES;Marataízes;39259;>10k;
1503200;PA;Igarapé-Açu;39234;>10k;
4316402;RS;Rosário do Sul;39210;>10k;
2108207;MA;Pedreiras;39153;>10k;
1502152;PA;Canaã dos Carajás;39103;>10k;
3204708;ES;São Gabriel da Palha;39085;>10k;
2108306;MA;Penalva;38987;>10k;
5219308;GO;Santa Helena de Goiás;38962;>10k;
5007208;MS;Rio Brilhante;38844;>10k;
1301100;AM;Careiro;38820;>10k;
2207900;PI;Pedro II;38812;>10k;
3521002;SP;Iperó;38771;>10k;
3304805;RJ;São Fidélis;38749;>10k;
2110203;MA;Santa Rita;38732;>10k;
1303106;AM;Nova Olinda do Norte;38665;>10k;
2306256;CE;Itaitinga;38661;>10k;
2602001;PE;Bodocó;38605;>10k;
3141108;MG;Matozinhos;38469;>10k;
2600708;PE;Aliança;38408;>10k;
3112307;MG;Capelinha;38321;>10k;
2929305;BA;São Gonçalo dos Campos;38315;>10k;
4315701;RS;Rio Pardo;38257;>10k;
4306601;RS;Dom Pedrito;38222;>10k;
2602308;PE;Bonito;38101;>10k;
1303536;AM;Presidente Figueiredo;38095;>10k;
4314803;RS;Portão;38081;>10k;
2305902;CE;Ipueiras;38064;>10k;
2310704;CE;Pentecoste;38045;>10k;
4109609;PR;Guaratuba;37974;>10k;
3201407;ES;Castelo;37956;>10k;
5218300;GO;Posse;37924;>10k;
2910602;BA;Esplanada;37902;>10k;
3152204;MG;Porteirinha;37823;>10k;
4310108;RS;Igrejinha;37754;>10k;
2804508;SE;Nossa Senhora da Glória;37715;>10k;
3525706;SP;José Bonifácio;37707;>10k;
2928000;BA;Santaluz;37704;>10k;
3125101;MG;Extrema;37649;>10k;
2605103;PE;Custódia;37633;>10k;
2901007;BA;Amargosa;37631;>10k;
3500709;SP;Agudos;37582;>10k;
2408300;RN;Nova Cruz;37554;>10k;
2600104;PE;Afogados da Ingazeira;37546;>10k;
2613107;PE;São Caitano;37488;>10k;
2600401;PE;Água Preta;37386;>10k;
4310603;RS;Itaqui;37363;>10k;
3300605;RJ;Bom Jesus do Itabapoana;37306;>10k;
3306206;RJ;Vassouras;37262;>10k;
2611002;PE;Petrolândia;37246;>10k;
2207009;PI;Oeiras;37138;>10k;
1100189;RO;Pimenta Bueno;37098;>10k;
3500303;SP;Aguaí;36981;>10k;
5102637;MT;Campo Novo do Parecis;36917;>10k;
2102101;MA;Brejo;36900;>10k;
4309100;RS;Gramado;36864;>10k;
4203600;SC;Campos Novos;36861;>10k;
3305000;RJ;São João da Barra;36731;>10k;
4205506;SC;Fraiburgo;36723;>10k;
3103405;MG;Araçuaí;36715;>10k;
1702208;TO;Araguatins;36573;>10k;
2607653;PE;Itambé;36495;>10k;
5104104;MT;Guarantã do Norte;36439;>10k;
3550407;SP;São Pedro;36298;>10k;
1705508;TO;Colinas do Tocantins;36271;>10k;
3544004;SP;Rio das Pedras;36233;>10k;
3502507;SP;Aparecida;36211;>10k;
3520400;SP;Ilhabela;36194;>10k;
2614105;PE;Sertânia;36189;>10k;
2916500;BA;Itapicuru;36173;>10k;
2917003;BA;Itiúba;36140;>10k;
2302107;CE;Baturité;36127;>10k;
3505302;SP;Barra Bonita;36125;>10k;
1301407;AM;Eirunepé;36121;>10k;
4114807;PR;Marialva;36103;>10k;
3162104;MG;São Gotardo;36084;>10k;
3158953;MG;Santana do Paraíso;36048;>10k;
2401008;RN;Apodi;35904;>10k;
3513108;SP;Cravinhos;35858;>10k;
3505203;SP;Bariri;35844;>10k;
3519303;SP;Ibaté;35830;>10k;
2112407;MA;Turiaçu;35811;>10k;
4308607;RS;Garibaldi;35794;>10k;
2926400;BA;Riacho de Santana;35757;>10k;
4115705;PR;Matinhos;35705;>10k;
5106422;MT;Peixoto de Azevedo;35695;>10k;
4213609;SC;Porto União;35685;>10k;
5101704;MT;Barra do Bugres;35642;>10k;
2308401;CE;Missão Velha;35566;>10k;
1502806;PA;Curralinho;35530;>10k;
2310209;CE;Paracuru;35526;>10k;
2921708;BA;Morro do Chapéu;35466;>10k;
2805406;SE;Poço Redondo;35461;>10k;
1100155;RO;Ouro Preto do Oeste;35445;>10k;
2905800;BA;Camamu;35444;>10k;
3101508;MG;Além Paraíba;35438;>10k;
3502903;SP;Araçoiaba da Serra;35389;>10k;
2405801;RN;João Câmara;35360;>10k;
2706901;AL;Pilar;35310;>10k;
1501956;PA;Cachoeira do Piriá;35307;>10k;
2313609;CE;Ubajara;35295;>10k;
2924405;BA;Pilão Arcado;35295;>10k;
5105101;MT;Juara;35275;>10k;
4112009;PR;Jaguariaíva;35192;>10k;
3500105;SP;Adamantina;35153;>10k;
3151503;MG;Piumhi;35137;>10k;
3132503;MG;Itamarandiba;35130;>10k;
2107803;MA;Parnarama;35108;>10k;
3546306;SP;Santa Cruz das Palmeiras;35102;>10k;
2102036;MA;Bom Jesus das Selvas;35095;>10k;
2909901;BA;Curaçá;35065;>10k;
3300233;RJ;Armação dos Búzios;35060;>10k;
2803203;SE;Itaporanga d'Ajuda;35054;>10k;
2210607;PI;São Raimundo Nonato;35035;>10k;
5215603;GO;Padre Bernardo;35011;>10k;
1200302;AC;Feijó;34986;>10k;
1300706;AM;Boca do Acre;34958;>10k;
3202801;ES;Itapemirim;34957;>10k;
2906808;BA;Cansanção;34929;>10k;
3305752;RJ;Tanguá;34898;>10k;
1303569;AM;Rio Preto da Eva;34856;>10k;
2708501;AL;São Luís do Quitunde;34825;>10k;
3128006;MG;Guanhães;34818;>10k;
2402204;RN;Canguaretama;34814;>10k;
2801306;SE;Capela;34808;>10k;
2603009;PE;Cabrobó;34778;>10k;
2928901;BA;São Desidério;34764;>10k;
4120903;PR;Quedas do Iguaçu;34707;>10k;
4307807;RS;Estrela;34669;>10k;
3168002;MG;Taiobeiras;34653;>10k;
2513901;PB;São Bento;34650;>10k;
4122305;PR;Rio Negro;34645;>10k;
4114203;PR;Mandaguari;34628;>10k;
2306900;CE;Jaguaribe;34592;>10k;
4213203;SC;Pomerode;34561;>10k;
5220108;GO;São Luís de Montes Belos;34488;>10k;
2708808;AL;São Sebastião;34424;>10k;
2110708;MA;São Domingos do Maranhão;34391;>10k;
5209101;GO;Goiatuba;34307;>10k;
4202800;SC;Braço do Norte;34294;>10k;
4321451;RS;Teutônia;34275;>10k;
1502756;PA;Concórdia do Pará;34236;>10k;
2613602;PE;São José do Egito;34210;>10k;
1503101;PA;Gurupá;34127;>10k;
3201902;ES;Domingos Martins;34120;>10k;
4117701;PR;Palmeira;34109;>10k;
2106607;MA;Matões;34099;>10k;
3513702;SP;Descalvado;34097;>10k;
2613503;PE;São José do Belmonte;34082;>10k;
1502954;PA;Eldorado do Carajás;34069;>10k;
3165537;MG;Sarzedo;34050;>10k;
1500503;PA;Almeirim;34044;>10k;
4212502;SC;Penha;34022;>10k;
1302553;AM;Manaquiri;33981;>10k;
2307007;CE;Jaguaruana;33960;>10k;
3146008;MG;Ouro Fino;33938;>10k;
2917706;BA;Jaguarari;33915;>10k;
2206209;PI;Miguel Alves;33901;>10k;
2106904;MA;Monção;33888;>10k;
5103205;MT;Colíder;33855;>10k;
1505437;PA;Ourilândia do Norte;33831;>10k;
3508603;SP;Cachoeira Paulista;33827;>10k;
2112605;MA;Urbano Santos;33791;>10k;
2414407;RN;Touros;33716;>10k;
2904902;BA;Cachoeira;33659;>10k;
2509701;PB;Monteiro;33638;>10k;
2908507;BA;Conceição do Jacuípe;33631;>10k;
3531902;SP;Morro Agudo;33598;>10k;
2608107;PE;João Alfredo;33570;>10k;
4306403;RS;Dois Irmãos;33547;>10k;
5003306;MS;Coxim;33547;>10k;
3505609;SP;Barrinha;33537;>10k;
2926301;BA;Riachão do Jacuípe;33498;>10k;
4108809;PR;Guaíra;33497;>10k;
2605707;PE;Floresta;33488;>10k;
4302808;RS;Caçapava do Sul;33476;>10k;
2506004;PB;Esperança;33386;>10k;
5106505;MT;Poconé;33386;>10k;
2704500;AL;Maragogi;33351;>10k;
4102000;PR;Assis Chateaubriand;33306;>10k;
4110102;PR;Imbituva;33306;>10k;
3506607;SP;Biritiba Mirim;33265;>10k;
3518206;SP;Guararapes;33257;>10k;
2310258;CE;Paraipaba;33232;>10k;
3105400;MG;Barão de Cocais;33232;>10k;
2108504;MA;Pindaré-Mirim;33186;>10k;
1505205;PA;Oeiras do Pará;33182;>10k;
4318903;RS;São Luiz Gonzaga;33124;>10k;
3534609;SP;Osvaldo Cruz;33118;>10k;
3550209;SP;São Miguel Arcanjo;33071;>10k;
3169356;MG;Três Marias;33062;>10k;
3113305;MG;Carangola;33022;>10k;
1100098;RO;Espigão D'Oeste;33009;>10k;
4313706;RS;Palmeira das Missões;32967;>10k;
2112902;MA;Vitória do Mearim;32956;>10k;
1300508;AM;Barreirinha;32919;>10k;
2616308;PE;Vicência;32897;>10k;
2302305;CE;Bela Cruz;32851;>10k;
2312007;CE;Santana do Acaraú;32851;>10k;
2100956;MA;Arame;32825;>10k;
2512101;PB;Pombal;32803;>10k;
3546603;SP;Santa Fé do Sul;32796;>10k;
2911204;BA;Gandu;32778;>10k;
4119301;PR;Pinhão;32722;>10k;
3162922;MG;São Joaquim de Bicas;32696;>10k;
2609501;PE;Nazaré da Mata;32673;>10k;
1503507;PA;Irituia;32639;>10k;
2907806;BA;Cícero Dantas;32636;>10k;
4122206;PR;Rio Branco do Sul;32635;>10k;
2103703;MA;Cururupu;32559;>10k;
2309300;CE;Nova Russas;32487;>10k;
2708402;AL;São José da Tapera;32462;>10k;
3108602;MG;Brasília de Minas;32460;>10k;
4117909;PR;Palotina;32389;>10k;
1504455;PA;Medicilândia;32347;>10k;
1507003;PA;Santo Antônio do Tauá;32346;>10k;
1505650;PA;Placas;32325;>10k;
3302254;RJ;Itatiaia;32312;>10k;
1507201;PA;São Domingos do Capim;32285;>10k;
2923704;BA;Paratinga;32274;>10k;
2407203;RN;Macau;32260;>10k;
3152006;MG;Pompéu;32248;>10k;
2909307;BA;Correntina;32243;>10k;
1500958;PA;Aurora do Pará;32200;>10k;
1100338;RO;Nova Mamoré;32184;>10k;
4113304;PR;Laranjeiras do Sul;32167;>10k;
2313104;CE;Tabuleiro do Norte;32079;>10k;
5103353;MT;Confresa;32076;>10k;
2905602;BA;Camacan;32023;>10k;
1505700;PA;Ponta de Pedras;32007;>10k;
1501105;PA;Bagre;31967;>10k;
2100477;MA;Alto Alegre do Pindaré;31967;>10k;
1504604;PA;Mocajuba;31917;>10k;
5217401;GO;Pires do Rio;31909;>10k;
4111506;PR;Ivaiporã;31886;>10k;
3157203;MG;Santa Bárbara;31873;>10k;
4109708;PR;Ibaiti;31854;>10k;
3526209;SP;Juquitiba;31844;>10k;
2605301;PE;Exu;31709;>10k;
4308508;RS;Frederico Westphalen;31675;>10k;
3140704;MG;Mateus Leme;31631;>10k;
3124302;MG;Espinosa;31603;>10k;
3203056;ES;Jaguaré;31589;>10k;
2109452;MA;Raposa;31586;>10k;
2605905;PE;Gameleira;31578;>10k;
1508035;PA;Tracuateua;31549;>10k;
2113009;MA;Vitorino Freire;31520;>10k;
2607307;PE;Ipubi;31515;>10k;
3141801;MG;Minas Novas;31509;>10k;
3201605;ES;Conceição da Barra;31479;>10k;
2307502;CE;Lavras da Mangabeira;31476;>10k;
4304200;RS;Candelária;31475;>10k;
5210208;GO;Iporá;31471;>10k;
1301159;AM;Careiro da Várzea;31459;>10k;
2800605;SE;Barra dos Coqueiros;31439;>10k;
3510005;SP;Cândido Mota;31410;>10k;
2310308;CE;Parambu;31391;>10k;
1400472;RR;Rorainópolis;31387;>10k;
3202306;ES;Guaçuí;31372;>10k;
2930154;BA;Serra do Ramalho;31362;>10k;
4308201;RS;Flores da Cunha;31352;>10k;
3145307;MG;Novo Cruzeiro;31339;>10k;
3205010;ES;Sooretama;31278;>10k;
3200805;ES;Baixo Guandu;31263;>10k;
3525201;SP;Jarinu;31173;>10k;
1301803;AM;Ipixuna;31172;>10k;
3155603;MG;Rio Pardo de Minas;31171;>10k;
3520301;SP;Iguape;31117;>10k;
2615607;PE;Trindade;31103;>10k;
4217709;SC;Sombrio;31084;>10k;
4320800;RS;Soledade;31067;>10k;
4102406;PR;Bandeirantes;31061;>10k;
2906873;BA;Capim Grosso;31055;>10k;
5002407;MS;Caarapó;31005;>10k;
5203302;GO;Bela Vista de Goiás;31004;>10k;
5214507;GO;Nerópolis;30931;>10k;
2914653;BA;Itabela;30901;>10k;
2927200;BA;Ruy Barbosa;30900;>10k;
2801207;SE;Canindé de São Francisco;30894;>10k;
2606101;PE;Glória do Goitá;30847;>10k;
2902906;BA;Barra do Choça;30831;>10k;
3300258;RJ;Arraial do Cabo;30827;>10k;
2504306;PB;Catolé do Rocha;30819;>10k;
2409407;RN;Pau dos Ferros;30802;>10k;
3520103;SP;Igarapava;30791;>10k;
2906303;BA;Canavieiras;30722;>10k;
4209003;SC;Joaçaba;30684;>10k;
3510807;SP;Casa Branca;30655;>10k;
4304804;RS;Carlos Barbosa;30630;>10k;
2205706;PI;Luís Correia;30558;>10k;
4202107;SC;Barra Velha;30539;>10k;
4313375;RS;Nova Santa Rita;30482;>10k;
3518305;SP;Guararema;30465;>10k;
1504059;PA;Mãe do Rio;30389;>10k;
3114303;MG;Carmo do Paranaíba;30339;>10k;
2803609;SE;Laranjeiras;30327;>10k;
3200102;ES;Afonso Cláudio;30326;>10k;
3200409;ES;Anchieta;30285;>10k;
4322004;RS;Triunfo;30159;>10k;
4104253;PR;Campo Magro;30151;>10k;
1500701;PA;Anajás;30091;>10k;
3110608;MG;Cambuí;30068;>10k;
2101004;MA;Arari;30014;>10k;
3538808;SP;Piraju;29930;>10k;
5215702;GO;Palmeiras de Goiás;29915;>10k;
3200201;ES;Alegre;29869;>10k;
3530102;SP;Mirandópolis;29844;>10k;
1506005;PA;Prainha;29827;>10k;
3304003;RJ;Piraí;29802;>10k;
2805703;SE;Propriá;29756;>10k;
3542206;SP;Rancharia;29743;>10k;
1501907;PA;Bujaru;29717;>10k;
1301308;AM;Codajás;29691;>10k;
4119608;PR;Pitanga;29686;>10k;
3551603;SP;Serra Negra;29669;>10k;
1504000;PA;Limoeiro do Ajuru;29623;>10k;
3537909;SP;Pilar do Sul;29612;>10k;
2606606;PE;Ibimirim;29585;>10k;
1504307;PA;Maracanã;29559;>10k;
4111258;PR;Itaperuçu;29493;>10k;
2615003;PE;Taquaritinga do Norte;29472;>10k;
2922300;BA;Muritiba;29420;>10k;
3203007;ES;Iúna;29417;>10k;
3301876;RJ;Iguaba Grande;29344;>10k;
1500859;PA;Anapu;29312;>10k;
2914505;BA;Irará;29305;>10k;
4317301;RS;Santa Vitória do Palmar;29298;>10k;
2403608;RN;Extremoz;29282;>10k;
4219705;SC;Xaxim;29254;>10k;
2112100;MA;Timbiras;29241;>10k;
2311603;CE;Redenção;29238;>10k;
2105005;MA;Humberto de Campos;29143;>10k;
2923803;BA;Paripiranga;29124;>10k;
2106755;MA;Miranda do Norte;29121;>10k;
2907103;BA;Carinhanha;29118;>10k;
2401453;RN;Baraúna;29112;>10k;
2933000;BA;Valente;29111;>10k;
3116605;MG;Cláudio;29093;>10k;
2603207;PE;Caetés;29065;>10k;
2914901;BA;Itacaré;29051;>10k;
3526407;SP;Laranjal Paulista;29047;>10k;
2208304;PI;Piracuruca;28952;>10k;
4321709;RS;Três Coroas;28948;>10k;
2102200;MA;Buriti;28916;>10k;
3111606;MG;Campos Gerais;28908;>10k;
2704203;AL;Limoeiro de Anadia;28904;>10k;
2917300;BA;Ituberá;28870;>10k;
2614600;PE;Tabira;28860;>10k;
2610509;PE;Passira;28856;>10k;
2905909;BA;Campo Alegre de Lourdes;28839;>10k;
2110609;MA;São Bernardo;28825;>10k;
2805604;SE;Porto da Folha;28788;>10k;
